source_id,source_name,source_type,source_category,source_url,collection_method,first_seen,last_checked,reliability_score,status,description
SRC_000011,Forum Node 0001,forum,recruitment,https://synthetic-forum.local/recruitment/0001/page/0011,simulated_crawler,2025-12-27T12:27:08Z,2026-05-31T12:27:08Z,0.69,active,"Synthetic forum record in category 'recruitment', page 11 of base entity 0001. Non-operational demo record."
SRC_000012,Forum Node 0001,forum,recruitment,https://synthetic-forum.local/recruitment/0001/page/0012,simulated_crawler,2026-08-21T00:00:00Z,2026-09-01T00:00:00Z,0.74,active,"Synthetic forum record in category 'recruitment', page 12 of base entity 0001. Non-operational demo record."
SRC_000013,Archive Node 0002,archive,historical_snapshot,https://synthetic-archive.local/historical_snapshot/0002/page/0001,simulated_parser,2026-05-14T00:56:06Z,2026-09-01T00:00:00Z,0.71,active,"Synthetic archive record in category 'historical_snapshot', page 1 of base entity 0002. Non-operational demo record."
SRC_000014,Archive Node 0002,archive,historical_snapshot,https://synthetic-archive.local/historical_snapshot/0002/page/0002,simulated_parser,2026-08-15T00:00:00Z,2026-09-01T00:00:00Z,0.7,inactive,"Synthetic archive record in category 'historical_snapshot', page 2 of base entity 0002. Non-operational demo record."
SRC_000015,Archive Node 0002,archive,historical_snapshot,https://synthetic-archive.local/historical_snapshot/0002/page/0003,simulated_parser,2026-08-17T00:00:00Z,2026-09-01T00:00:00Z,0.71,active,"Synthetic archive record in category 'historical_snapshot', page 3 of base entity 0002. Non-operational demo record."
SRC_000016,Archive Node 0002,archive,historical_snapshot,https://synthetic-archive.local/historical_snapshot/0002/page/0004,simulated_parser,2026-04-01T00:56:06Z,2026-09-01T00:00:00Z,0.65,active,"Synthetic archive record in category 'historical_snapshot', page 4 of base entity 0002. Non-operational demo record."
SRC_000017,Archive Node 0002,archive,historical_snapshot,https://synthetic-archive.local/historical_snapshot/0002/page/0005,simulated_parser,2026-05-26T00:56:06Z,2026-09-01T00:00:00Z,0.67,active,"Synthetic archive record in category 'historical_snapshot', page 5 of base entity 0002. Non-operational demo record."
SRC_000018,Archive Node 0002,archive,historical_snapshot,https://synthetic-archive.local/historical_snapshot/0002/page/0006,simulated_parser,2026-08-06T00:00:00Z,2026-09-01T00:00:00Z,0.71,unreachable,"Synthetic archive record in category 'historical_snapshot', page 6 of base entity 0002. Non-operational demo record."
SRC_000019,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0001,manual_seed,2025-11-26T11:08:03Z,2026-09-01T00:00:00Z,0.77,archived,"Synthetic forum record in category 'moderation', page 1 of base entity 0003. Non-operational demo record."
SRC_000020,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0002,manual_seed,2026-01-13T11:08:03Z,2026-03-19T11:08:03Z,0.82,active,"Synthetic forum record in category 'moderation', page 2 of base entity 0003. Non-operational demo record."
SRC_000021,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0003,manual_seed,2025-10-09T11:08:03Z,2026-01-20T11:08:03Z,0.71,active,"Synthetic forum record in category 'moderation', page 3 of base entity 0003. Non-operational demo record."
SRC_000022,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0004,manual_seed,2026-01-16T11:08:03Z,2026-09-01T00:00:00Z,0.8,unreachable,"Synthetic forum record in category 'moderation', page 4 of base entity 0003. Non-operational demo record."
SRC_000023,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0005,manual_seed,2025-11-20T11:08:03Z,2026-09-01T00:00:00Z,0.69,active,"Synthetic forum record in category 'moderation', page 5 of base entity 0003. Non-operational demo record."
SRC_000024,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0006,manual_seed,2025-10-25T11:08:03Z,2026-06-15T11:08:03Z,0.75,active,"Synthetic forum record in category 'moderation', page 6 of base entity 0003. Non-operational demo record."
SRC_000025,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0007,manual_seed,2026-05-10T11:08:03Z,2026-09-01T00:00:00Z,0.79,active,"Synthetic forum record in category 'moderation', page 7 of base entity 0003. Non-operational demo record."
SRC_000026,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0008,manual_seed,2025-11-27T11:08:03Z,2025-12-24T11:08:03Z,0.73,unreachable,"Synthetic forum record in category 'moderation', page 8 of base entity 0003. Non-operational demo record."
SRC_000027,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0009,manual_seed,2026-06-10T11:08:03Z,2026-09-01T00:00:00Z,0.81,archived,"Synthetic forum record in category 'moderation', page 9 of base entity 0003. Non-operational demo record."
SRC_000028,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0010,manual_seed,2026-06-19T11:08:03Z,2026-09-01T00:00:00Z,0.82,archived,"Synthetic forum record in category 'moderation', page 10 of base entity 0003. Non-operational demo record."
SRC_000029,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0011,manual_seed,2026-08-07T00:00:00Z,2026-09-01T00:00:00Z,0.7,archived,"Synthetic forum record in category 'moderation', page 11 of base entity 0003. Non-operational demo record."
SRC_000030,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0012,manual_seed,2026-07-16T11:08:03Z,2026-09-01T00:00:00Z,0.77,active,"Synthetic forum record in category 'moderation', page 12 of base entity 0003. Non-operational demo record."
SRC_000031,Forum Node 0003,forum,moderation,https://synthetic-forum.local/moderation/0003/page/0013,manual_seed,2026-07-08T11:08:03Z,2026-09-01T00:00:00Z,0.81,active,"Synthetic forum record in category 'moderation', page 13 of base entity 0003. Non-operational demo record."
SRC_000032,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0001,simulated_parser,2024-11-20T16:46:07Z,2025-11-06T16:46:07Z,0.34,unreachable,"Synthetic public profile record in category 'handle_registry', page 1 of base entity 0004. Non-operational demo record."
SRC_000033,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0002,simulated_parser,2025-07-18T16:46:07Z,2026-05-19T16:46:07Z,0.45,archived,"Synthetic public profile record in category 'handle_registry', page 2 of base entity 0004. Non-operational demo record."
SRC_000034,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0003,simulated_parser,2024-12-22T16:46:07Z,2026-04-16T16:46:07Z,0.21,active,"Synthetic public profile record in category 'handle_registry', page 3 of base entity 0004. Non-operational demo record."
SRC_000035,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0004,simulated_parser,2025-06-13T16:46:07Z,2026-02-02T16:46:07Z,0.35,unreachable,"Synthetic public profile record in category 'handle_registry', page 4 of base entity 0004. Non-operational demo record."
SRC_000036,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0005,simulated_parser,2024-12-08T16:46:07Z,2025-12-03T16:46:07Z,0.36,inactive,"Synthetic public profile record in category 'handle_registry', page 5 of base entity 0004. Non-operational demo record."
SRC_000037,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0006,simulated_parser,2025-09-29T16:46:07Z,2026-02-09T16:46:07Z,0.4,inactive,"Synthetic public profile record in category 'handle_registry', page 6 of base entity 0004. Non-operational demo record."
SRC_000038,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0007,simulated_parser,2025-10-26T16:46:07Z,2026-08-24T16:46:07Z,0.33,active,"Synthetic public profile record in category 'handle_registry', page 7 of base entity 0004. Non-operational demo record."
SRC_000039,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0008,simulated_parser,2025-08-04T16:46:07Z,2026-01-26T16:46:07Z,0.36,active,"Synthetic public profile record in category 'handle_registry', page 8 of base entity 0004. Non-operational demo record."
SRC_000040,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0009,simulated_parser,2025-04-09T16:46:07Z,2025-12-13T16:46:07Z,0.38,inactive,"Synthetic public profile record in category 'handle_registry', page 9 of base entity 0004. Non-operational demo record."
SRC_000041,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0010,simulated_parser,2025-02-11T16:46:07Z,2025-06-03T16:46:07Z,0.44,inactive,"Synthetic public profile record in category 'handle_registry', page 10 of base entity 0004. Non-operational demo record."
SRC_000042,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0011,simulated_parser,2024-12-16T16:46:07Z,2025-08-26T16:46:07Z,0.33,active,"Synthetic public profile record in category 'handle_registry', page 11 of base entity 0004. Non-operational demo record."
SRC_000043,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0012,simulated_parser,2025-06-18T16:46:07Z,2025-11-11T16:46:07Z,0.24,active,"Synthetic public profile record in category 'handle_registry', page 12 of base entity 0004. Non-operational demo record."
SRC_000044,Public Profile Node 0004,public_profile,handle_registry,https://synthetic-public-profile.local/handle_registry/0004/page/0013,simulated_parser,2025-05-11T16:46:07Z,2025-05-18T16:46:07Z,0.38,archived,"Synthetic public profile record in category 'handle_registry', page 13 of base entity 0004. Non-operational demo record."
SRC_000045,Forum Node 0005,forum,general_discussion,https://synthetic-forum.local/general_discussion/0005/page/0001,seeded,2025-12-04T21:00:45Z,2026-09-01T00:00:00Z,0.55,active,"Synthetic forum record in category 'general_discussion', page 1 of base entity 0005. Non-operational demo record."
SRC_000046,Forum Node 0005,forum,general_discussion,https://synthetic-forum.local/general_discussion/0005/page/0002,seeded,2026-03-06T21:00:45Z,2026-08-06T21:00:45Z,0.67,unreachable,"Synthetic forum record in category 'general_discussion', page 2 of base entity 0005. Non-operational demo record."
SRC_000047,Forum Node 0005,forum,general_discussion,https://synthetic-forum.local/general_discussion/0005/page/0003,seeded,2025-11-17T21:00:45Z,2026-09-01T00:00:00Z,0.66,active,"Synthetic forum record in category 'general_discussion', page 3 of base entity 0005. Non-operational demo record."
SRC_000048,Paste Node 0006,paste,leak_reference,https://synthetic-paste.local/leak_reference/0006/page/0001,simulated_crawler,2026-05-11T00:47:16Z,2026-06-16T00:47:16Z,0.34,archived,"Synthetic paste record in category 'leak_reference', page 1 of base entity 0006. Non-operational demo record."
SRC_000049,Paste Node 0006,paste,leak_reference,https://synthetic-paste.local/leak_reference/0006/page/0002,simulated_crawler,2026-08-05T00:00:00Z,2026-09-01T00:00:00Z,0.48,active,"Synthetic paste record in category 'leak_reference', page 2 of base entity 0006. Non-operational demo record."
SRC_000050,Paste Node 0006,paste,leak_reference,https://synthetic-paste.local/leak_reference/0006/page/0003,simulated_crawler,2026-06-15T00:47:16Z,2026-09-01T00:00:00Z,0.48,inactive,"Synthetic paste record in category 'leak_reference', page 3 of base entity 0006. Non-operational demo record."
SRC_000051,Paste Node 0006,paste,leak_reference,https://synthetic-paste.local/leak_reference/0006/page/0004,simulated_crawler,2026-08-31T00:00:00Z,2026-09-01T00:00:00Z,0.41,inactive,"Synthetic paste record in category 'leak_reference', page 4 of base entity 0006. Non-operational demo record."
SRC_000052,Paste Node 0006,paste,leak_reference,https://synthetic-paste.local/leak_reference/0006/page/0005,simulated_crawler,2026-08-29T00:00:00Z,2026-09-01T00:00:00Z,0.39,unreachable,"Synthetic paste record in category 'leak_reference', page 5 of base entity 0006. Non-operational demo record."
SRC_000053,Paste Node 0006,paste,leak_reference,https://synthetic-paste.local/leak_reference/0006/page/0006,simulated_crawler,2026-08-28T00:00:00Z,2026-09-01T00:00:00Z,0.45,unreachable,"Synthetic paste record in category 'leak_reference', page 6 of base entity 0006. Non-operational demo record."
SRC_000054,Threat Report Node 0007,threat_report,vendor_report,https://synthetic-threat-report.local/vendor_report/0007/page/0001,simulated_parser,2026-08-18T00:00:00Z,2026-09-01T00:00:00Z,0.48,archived,"Synthetic threat report record in category 'vendor_report', page 1 of base entity 0007. Non-operational demo record."
SRC_000055,Threat Report Node 0007,threat_report,vendor_report,https://synthetic-threat-report.local/vendor_report/0007/page/0002,simulated_parser,2026-08-30T00:00:00Z,2026-09-01T00:00:00Z,0.49,unreachable,"Synthetic threat report record in category 'vendor_report', page 2 of base entity 0007. Non-operational demo record."
SRC_000056,Threat Report Node 0007,threat_report,vendor_report,https://synthetic-threat-report.local/vendor_report/0007/page/0003,simulated_parser,2026-08-06T00:00:00Z,2026-09-01T00:00:00Z,0.4,inactive,"Synthetic threat report record in category 'vendor_report', page 3 of base entity 0007. Non-operational demo record."
SRC_000057,Threat Report Node 0007,threat_report,vendor_report,https://synthetic-threat-report.local/vendor_report/0007/page/0004,simulated_parser,2026-06-16T02:15:03Z,2026-09-01T00:00:00Z,0.44,inactive,"Synthetic threat report record in category 'vendor_report', page 4 of base entity 0007. Non-operational demo record."
SRC_000058,Threat Report Node 0007,threat_report,vendor_report,https://synthetic-threat-report.local/vendor_report/0007/page/0005,simulated_parser,2026-08-16T00:00:00Z,2026-09-01T00:00:00Z,0.37,active,"Synthetic threat report record in category 'vendor_report', page 5 of base entity 0007. Non-operational demo record."
SRC_000059,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0001,simulated_crawler,2026-06-09T12:47:22Z,2026-07-15T12:47:22Z,0.63,unreachable,"Synthetic clearnet page record in category 'profile_page', page 1 of base entity 0008. Non-operational demo record."
SRC_000060,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0002,simulated_crawler,2026-03-05T12:47:22Z,2026-09-01T00:00:00Z,0.69,active,"Synthetic clearnet page record in category 'profile_page', page 2 of base entity 0008. Non-operational demo record."
SRC_000061,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0003,simulated_crawler,2026-07-16T12:47:22Z,2026-09-01T00:00:00Z,0.63,active,"Synthetic clearnet page record in category 'profile_page', page 3 of base entity 0008. Non-operational demo record."
SRC_000062,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0004,simulated_crawler,2026-01-27T12:47:22Z,2026-04-22T12:47:22Z,0.65,inactive,"Synthetic clearnet page record in category 'profile_page', page 4 of base entity 0008. Non-operational demo record."
SRC_000063,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0005,simulated_crawler,2025-08-15T12:47:22Z,2025-09-25T12:47:22Z,0.67,active,"Synthetic clearnet page record in category 'profile_page', page 5 of base entity 0008. Non-operational demo record."
SRC_000064,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0006,simulated_crawler,2026-08-14T00:00:00Z,2026-09-01T00:00:00Z,0.72,unreachable,"Synthetic clearnet page record in category 'profile_page', page 6 of base entity 0008. Non-operational demo record."
SRC_000065,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0007,simulated_crawler,2025-09-06T12:47:22Z,2026-05-11T12:47:22Z,0.69,active,"Synthetic clearnet page record in category 'profile_page', page 7 of base entity 0008. Non-operational demo record."
SRC_000066,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0008,simulated_crawler,2026-07-08T12:47:22Z,2026-09-01T00:00:00Z,0.63,active,"Synthetic clearnet page record in category 'profile_page', page 8 of base entity 0008. Non-operational demo record."
SRC_000067,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0009,simulated_crawler,2026-04-16T12:47:22Z,2026-09-01T00:00:00Z,0.71,active,"Synthetic clearnet page record in category 'profile_page', page 9 of base entity 0008. Non-operational demo record."
SRC_000068,Clearnet Page Node 0008,clearnet_page,profile_page,https://synthetic-clearnet-page.local/profile_page/0008/page/0010,simulated_crawler,2026-05-26T12:47:22Z,2026-09-01T00:00:00Z,0.66,active,"Synthetic clearnet page record in category 'profile_page', page 10 of base entity 0008. Non-operational demo record."
SRC_000069,Marketplace Node 0009,marketplace,listings,https://synthetic-marketplace.local/listings/0009/page/0001,manual_seed,2025-04-05T02:05:58Z,2026-01-27T02:05:58Z,0.84,inactive,"Synthetic marketplace record in category 'listings', page 1 of base entity 0009. Non-operational demo record."
SRC_000070,Marketplace Node 0009,marketplace,listings,https://synthetic-marketplace.local/listings/0009/page/0002,manual_seed,2024-09-04T02:05:58Z,2025-10-06T02:05:58Z,0.8,unreachable,"Synthetic marketplace record in category 'listings', page 2 of base entity 0009. Non-operational demo record."
SRC_000071,Marketplace Node 0009,marketplace,listings,https://synthetic-marketplace.local/listings/0009/page/0003,manual_seed,2025-02-02T02:05:58Z,2025-12-31T02:05:58Z,0.87,active,"Synthetic marketplace record in category 'listings', page 3 of base entity 0009. Non-operational demo record."
SRC_000072,Marketplace Node 0009,marketplace,listings,https://synthetic-marketplace.local/listings/0009/page/0004,manual_seed,2024-07-01T02:05:58Z,2024-07-15T02:05:58Z,0.86,active,"Synthetic marketplace record in category 'listings', page 4 of base entity 0009. Non-operational demo record."
SRC_000073,Marketplace Node 0009,marketplace,listings,https://synthetic-marketplace.local/listings/0009/page/0005,manual_seed,2024-09-09T02:05:58Z,2025-02-06T02:05:58Z,0.77,archived,"Synthetic marketplace record in category 'listings', page 5 of base entity 0009. Non-operational demo record."
SRC_000074,Marketplace Node 0009,marketplace,listings,https://synthetic-marketplace.local/listings/0009/page/0006,manual_seed,2024-05-25T02:05:58Z,2025-03-16T02:05:58Z,0.79,active,"Synthetic marketplace record in category 'listings', page 6 of base entity 0009. Non-operational demo record."
SRC_000075,Marketplace Node 0009,marketplace,listings,https://synthetic-marketplace.local/listings/0009/page/0007,manual_seed,2024-12-12T02:05:58Z,2025-07-20T02:05:58Z,0.84,unreachable,"Synthetic marketplace record in category 'listings', page 7 of base entity 0009. Non-operational demo record."
SRC_000076,Marketplace Node 0009,marketplace,listings,https://synthetic-marketplace.local/listings/0009/page/0008,manual_seed,2024-08-15T02:05:58Z,2025-01-31T02:05:58Z,0.79,archived,"Synthetic marketplace record in category 'listings', page 8 of base entity 0009. Non-operational demo record."
SRC_000077,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0001,simulated_crawler,2025-07-17T01:38:13Z,2026-09-01T00:00:00Z,0.73,inactive,"Synthetic paste record in category 'leak_reference', page 1 of base entity 0010. Non-operational demo record."
SRC_000078,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0002,simulated_crawler,2026-03-21T01:38:13Z,2026-09-01T00:00:00Z,0.61,archived,"Synthetic paste record in category 'leak_reference', page 2 of base entity 0010. Non-operational demo record."
SRC_000079,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0003,simulated_crawler,2025-04-16T01:38:13Z,2025-08-21T01:38:13Z,0.77,archived,"Synthetic paste record in category 'leak_reference', page 3 of base entity 0010. Non-operational demo record."
SRC_000080,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0004,simulated_crawler,2025-12-07T01:38:13Z,2026-09-01T00:00:00Z,0.65,unreachable,"Synthetic paste record in category 'leak_reference', page 4 of base entity 0010. Non-operational demo record."
SRC_000081,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0005,simulated_crawler,2025-06-01T01:38:13Z,2025-06-29T01:38:13Z,0.68,active,"Synthetic paste record in category 'leak_reference', page 5 of base entity 0010. Non-operational demo record."
SRC_000082,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0006,simulated_crawler,2025-09-04T01:38:13Z,2025-10-31T01:38:13Z,0.65,active,"Synthetic paste record in category 'leak_reference', page 6 of base entity 0010. Non-operational demo record."
SRC_000083,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0007,simulated_crawler,2025-10-11T01:38:13Z,2026-09-01T00:00:00Z,0.75,inactive,"Synthetic paste record in category 'leak_reference', page 7 of base entity 0010. Non-operational demo record."
SRC_000084,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0008,simulated_crawler,2025-10-18T01:38:13Z,2025-12-12T01:38:13Z,0.71,inactive,"Synthetic paste record in category 'leak_reference', page 8 of base entity 0010. Non-operational demo record."
SRC_000085,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0009,simulated_crawler,2025-06-12T01:38:13Z,2025-07-20T01:38:13Z,0.76,active,"Synthetic paste record in category 'leak_reference', page 9 of base entity 0010. Non-operational demo record."
SRC_000086,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0010,simulated_crawler,2025-10-10T01:38:13Z,2026-01-09T01:38:13Z,0.74,archived,"Synthetic paste record in category 'leak_reference', page 10 of base entity 0010. Non-operational demo record."
SRC_000087,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0011,simulated_crawler,2026-03-20T01:38:13Z,2026-09-01T00:00:00Z,0.72,unreachable,"Synthetic paste record in category 'leak_reference', page 11 of base entity 0010. Non-operational demo record."
SRC_000088,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0012,simulated_crawler,2025-08-23T01:38:13Z,2026-02-09T01:38:13Z,0.74,archived,"Synthetic paste record in category 'leak_reference', page 12 of base entity 0010. Non-operational demo record."
SRC_000089,Paste Node 0010,paste,leak_reference,https://synthetic-paste.local/leak_reference/0010/page/0013,simulated_crawler,2025-05-29T01:38:13Z,2025-11-20T01:38:13Z,0.68,inactive,"Synthetic paste record in category 'leak_reference', page 13 of base entity 0010. Non-operational demo record."
SRC_000090,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0001,manual_seed,2024-06-21T01:38:09Z,2025-07-15T01:38:09Z,0.8,active,"Synthetic clearnet page record in category 'mirror', page 1 of base entity 0011. Non-operational demo record."
SRC_000091,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0002,manual_seed,2024-06-23T01:38:09Z,2025-08-17T01:38:09Z,0.85,archived,"Synthetic clearnet page record in category 'mirror', page 2 of base entity 0011. Non-operational demo record."
SRC_000092,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0003,manual_seed,2025-02-21T01:38:09Z,2025-02-27T01:38:09Z,0.85,active,"Synthetic clearnet page record in category 'mirror', page 3 of base entity 0011. Non-operational demo record."
SRC_000093,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0004,manual_seed,2025-05-23T01:38:09Z,2025-10-15T01:38:09Z,0.89,archived,"Synthetic clearnet page record in category 'mirror', page 4 of base entity 0011. Non-operational demo record."
SRC_000094,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0005,manual_seed,2025-04-23T01:38:09Z,2025-10-25T01:38:09Z,0.88,active,"Synthetic clearnet page record in category 'mirror', page 5 of base entity 0011. Non-operational demo record."
SRC_000095,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0006,manual_seed,2024-12-23T01:38:09Z,2025-06-26T01:38:09Z,0.79,unreachable,"Synthetic clearnet page record in category 'mirror', page 6 of base entity 0011. Non-operational demo record."
SRC_000096,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0007,manual_seed,2024-09-13T01:38:09Z,2024-10-11T01:38:09Z,0.8,active,"Synthetic clearnet page record in category 'mirror', page 7 of base entity 0011. Non-operational demo record."
SRC_000097,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0008,manual_seed,2025-05-05T01:38:09Z,2026-08-29T01:38:09Z,0.79,inactive,"Synthetic clearnet page record in category 'mirror', page 8 of base entity 0011. Non-operational demo record."
SRC_000098,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0009,manual_seed,2025-06-17T01:38:09Z,2026-03-24T01:38:09Z,0.9,active,"Synthetic clearnet page record in category 'mirror', page 9 of base entity 0011. Non-operational demo record."
SRC_000099,Clearnet Page Node 0011,clearnet_page,mirror,https://synthetic-clearnet-page.local/mirror/0011/page/0010,manual_seed,2024-07-23T01:38:09Z,2025-05-09T01:38:09Z,0.79,inactive,"Synthetic clearnet page record in category 'mirror', page 10 of base entity 0011. Non-operational demo record."
SRC_000100,Forum Node 0012,forum,general_discussion,https://synthetic-forum.local/general_discussion/0012/page/0001,manual_seed,2026-03-05T13:53:37Z,2026-09-01T00:00:00Z,0.56,active,"Synthetic forum record in category 'general_discussion', page 1 of base entity 0012. Non-operational demo record."
